country,year,estimate,hi,lo
KEN,2016,0.42,0.56,0.74
KEN,2017,0.47,0.51,0.67
KGZ,2009,NA,NA,NA
KGZ,2010,NA,NA,NA
KGZ,2011,NA,0.03,0.04
KGZ,2012,0.02,0.11,0.16
KGZ,2013,0.09,0.11,0.15
KGZ,2014,0.09,0.38,0.52
KGZ,2015,0.3,0.33,0.43
KGZ,2016,0.27,0.66,0.87
KGZ,2017,0.51,0.7,0.91
KHM,2009,NA,NA,NA
KHM,2010,NA,0.45,0.54
KHM,2011,0.39,0.62,0.76
KHM,2012,0.53,0.34,0.42
KHM,2013,0.28,0.37,0.47
KHM,2014,0.31,0.37,0.47
KHM,2015,0.3,0.79,0.95
KHM,2016,0.64,0.74,0.95
KHM,2017,0.61,0.64,0.85
KIR,2009,NA,NA,NA
KIR,2010,NA,NA,NA
KIR,2011,NA,NA,NA
KIR,2012,NA,NA,NA
KIR,2013,NA,NA,NA
KIR,2014,NA,NA,NA
KIR,2015,NA,NA,NA
KIR,2016,NA,NA,NA
KIR,2017,NA,NA,NA
KNA,2009,NA,NA,NA
KNA,2010,NA,NA,NA
KNA,2011,NA,NA,NA
KNA,2012,NA,NA,NA
KNA,2013,NA,NA,NA
KNA,2014,NA,NA,NA
KNA,2015,NA,NA,NA
KNA,2016,NA,NA,NA
KNA,2017,NA,NA,NA
KOR,2009,NA,NA,NA
KOR,2010,NA,NA,NA
KOR,2011,NA,NA,NA
KOR,2012,NA,NA,NA
KOR,2013,NA,NA,NA
KOR,2014,NA,NA,NA
KOR,2015,NA,NA,NA
KOR,2016,NA,NA,NA
KOR,2017,NA,NA,NA
LAO,2009,NA,NA,NA
LAO,2010,NA,0.01,0.01
LAO,2011,0.01,0.08,0.09
LAO,2012,0.06,0.06,0.07
LAO,2013,0.05,0.1,0.13
LAO,2014,0.09,0.03,0.03
LAO,2015,0.02,0.03,0.04
LAO,2016,0.03,0.07,0.08
LAO,2017,0.06,0.07,0.08
LBN,2009,NA,NA,NA
LBN,2010,NA,NA,NA
LBN,2011,NA,NA,NA
LBN,2012,NA,NA,NA
LBN,2013,NA,NA,NA
LBN,2014,NA,NA,NA
LBN,2015,NA,NA,NA
LBN,2016,NA,NA,NA
LBN,2017,NA,NA,NA
LBR,2009,NA,0.05,0.07
LBR,2010,0.04,0.05,0.07
LBR,2011,0.04,0.17,0.23
LBR,2012,0.13,0.28,0.37
LBR,2013,0.23,0.31,0.41
LBR,2014,0.25,0.13,0.17
LBR,2015,0.1,NA,NA
LBR,2016,NA,NA,NA
LBR,2017,NA,NA,NA
LBY,2009,NA,NA,NA
LBY,2010,NA,NA,NA
LBY,2011,NA,NA,NA
LBY,2012,NA,NA,NA
LBY,2013,NA,NA,NA
LBY,2014,NA,NA,NA
LBY,2015,NA,NA,NA
LBY,2016,NA,NA,NA
LBY,2017,NA,NA,NA
LCA,2009,NA,NA,NA
LCA,2010,NA,NA,NA
LCA,2011,NA,NA,NA
LCA,2012,NA,NA,NA
LCA,2013,NA,NA,NA
LCA,2014,NA,NA,NA
LCA,2015,NA,NA,NA
LCA,2016,NA,NA,NA
LCA,2017,NA,NA,NA
LKA,2009,NA,NA,NA
LKA,2010,NA,NA,NA
LKA,2011,NA,NA,NA
LKA,2012,NA,NA,NA
LKA,2013,NA,NA,NA
LKA,2014,NA,NA,NA
LKA,2015,NA,NA,NA
LKA,2016,NA,NA,NA
LKA,2017,NA,NA,NA
LSO,2009,NA,0.43,0.53
LSO,2010,0.38,0.95,0.95
LSO,2011,0.88,0.95,0.95
LSO,2012,0.84,0.7,0.85
LSO,2013,0.62,0.47,0.56
LSO,2014,0.42,0.51,0.61
LSO,2015,0.45,0.87,0.95
LSO,2016,0.78,0.58,0.7
LSO,2017,0.53,0.51,0.6
LTU,2009,NA,NA,NA
LTU,2010,NA,NA,NA
LTU,2011,NA,NA,NA
LTU,2012,NA,NA,NA
LTU,2013,NA,NA,NA
LTU,2014,NA,NA,NA
LTU,2015,NA,NA,NA
LTU,2016,NA,NA,NA
LTU,2017,NA,NA,NA
LUX,2009,NA,NA,NA
LUX,2010,NA,NA,NA
LUX,2011,NA,NA,NA
LUX,2012,NA,NA,NA
LUX,2013,NA,NA,NA
LUX,2014,NA,NA,NA
LUX,2015,NA,NA,NA
LUX,2016,NA,NA,NA
LUX,2017,NA,NA,NA
LVA,2009,NA,NA,NA
LVA,2010,NA,NA,NA
LVA,2011,NA,NA,NA
LVA,2012,NA,NA,NA
LVA,2013,NA,NA,NA
LVA,2014,NA,NA,NA
LVA,2015,NA,NA,NA
LVA,2016,NA,NA,NA
LVA,2017,NA,NA,NA
MAR,2009,NA,0.02,0.02
MAR,2010,0.01,0.21,0.28
MAR,2011,0.17,0.21,0.27
MAR,2012,0.16,0.68,0.86
MAR,2013,0.53,0.65,0.8
MAR,2014,0.52,0.62,0.78
MAR,2015,0.5,0.61,0.75
MAR,2016,0.49,0.59,0.72
MAR,2017,0.48,0.57,0.68
MDA,2009,NA,0.95,0.95
MDA,2010,0.89,0.95,0.95
MDA,2011,0.95,0.95,0.95
MDA,2012,0.77,0.95,0.95
MDA,2013,0.95,0.95,0.95
MDA,2014,0.89,0.95,0.95
MDA,2015,0.95,0.95,0.95
MDA,2016,0.95,0.95,0.95
MDA,2017,0.95,0.95,0.95
MDG,2009,NA,NA,NA
MDG,2010,NA,NA,NA
MDG,2011,NA,0,0
MDG,2012,0,0.01,0.01
MDG,2013,0.01,NA,NA
MDG,2014,NA,NA,NA
MDG,2015,NA,NA,NA
MDG,2016,NA,NA,NA
MDG,2017,NA,NA,NA
MDV,2009,NA,NA,NA
MDV,2010,NA,NA,NA
MDV,2011,NA,NA,NA
MDV,2012,NA,NA,NA
MDV,2013,NA,NA,NA
MDV,2014,NA,NA,NA
MDV,2015,NA,NA,NA
MDV,2016,NA,NA,NA
MDV,2017,NA,NA,NA
MEX,2009,NA,NA,NA
MEX,2010,NA,NA,NA
MEX,2011,NA,NA,NA
MEX,2012,NA,NA,NA
MEX,2013,NA,NA,NA
MEX,2014,NA,NA,NA
MEX,2015,NA,NA,NA
MEX,2016,NA,NA,NA
MEX,2017,NA,NA,NA
MHL,2009,NA,NA,NA
MHL,2010,NA,NA,NA
MHL,2011,NA,NA,NA
MHL,2012,NA,NA,NA
MHL,2013,NA,NA,NA
MHL,2014,NA,NA,NA
MHL,2015,NA,NA,NA
MHL,2016,NA,NA,NA
MHL,2017,NA,NA,NA
MKD,2009,NA,NA,NA
MKD,2010,NA,NA,NA
MKD,2011,NA,NA,NA
MKD,2012,NA,NA,NA
MKD,2013,NA,NA,NA
MKD,2014,NA,NA,NA
MKD,2015,NA,NA,NA
MKD,2016,NA,NA,NA
MKD,2017,NA,NA,NA
MLI,2009,NA,0.08,0.09
MLI,2010,0.06,0.08,0.09
MLI,2011,0.07,0.08,0.09
MLI,2012,0.06,0.1,0.12
MLI,2013,0.09,0.08,0.1
MLI,2014,0.07,0.06,0.07
MLI,2015,0.05,0.03,0.03
MLI,2016,0.02,0.11,0.13
MLI,2017,0.1,0.11,0.13
MLT,2009,NA,NA,NA
MLT,2010,NA,NA,NA
MLT,2011,NA,NA,NA
MLT,2012,NA,NA,NA
MLT,2013,NA,NA,NA
MLT,2014,NA,NA,NA
MLT,2015,NA,NA,NA
MLT,2016,NA,NA,NA
MLT,2017,NA,NA,NA
MMR,2009,NA,NA,NA
MMR,2010,NA,0.01,0.02
MMR,2011,0.01,0.04,0.05
MMR,2012,0.03,0.05,0.06
MMR,2013,0.05,0.09,0.11
MMR,2014,0.08,0.12,0.15
MMR,2015,0.11,0.15,0.18
MMR,2016,0.13,0.26,0.31
MMR,2017,0.23,0.28,0.33
MNE,2009,NA,NA,NA
MNE,2010,NA,NA,NA
MNE,2011,NA,NA,NA
MNE,2012,NA,NA,NA
MNE,2013,NA,NA,NA
MNE,2014,NA,NA,NA
MNE,2015,NA,NA,NA
MNE,2016,NA,NA,NA
MNE,2017,NA,NA,NA
MNG,2009,NA,NA,NA
MNG,2010,NA,NA,NA
MNG,2011,NA,NA,NA
MNG,2012,NA,NA,NA
MNG,2013,NA,NA,NA
MNG,2014,NA,NA,NA
MNG,2015,NA,NA,NA
MNG,2016,NA,NA,NA
MNG,2017,NA,NA,NA
MOZ,2009,NA,NA,NA
MOZ,2010,NA,0.31,0.42
MOZ,2011,0.25,0.36,0.49
MOZ,2012,0.28,0.3,0.41
MOZ,2013,0.24,0.31,0.42
MOZ,2014,0.24,0.38,0.52
MOZ,2015,0.3,0.41,0.56
MOZ,2016,0.33,0.44,0.59
MOZ,2017,0.35,0.5,0.68
MRT,2009,NA,NA,NA
MRT,2010,NA,NA,NA
MRT,2011,NA,NA,NA
MRT,2012,NA,NA,NA
MRT,2013,NA,NA,NA
MRT,2014,NA,NA,NA
MRT,2015,NA,NA,NA
MRT,2016,NA,0.08,0.1
MRT,2017,0.06,0.08,0.11
MUS,2009,NA,NA,NA
MUS,2010,NA,NA,NA
MUS,2011,NA,NA,NA
MUS,2012,NA,NA,NA
MUS,2013,NA,NA,NA
MUS,2014,NA,NA,NA
MUS,2015,NA,NA,NA
MUS,2016,NA,NA,NA
MUS,2017,NA,NA,NA
MWI,2009,NA,NA,NA
MWI,2010,NA,NA,NA
MWI,2011,NA,NA,NA
MWI,2012,NA,0.06,0.07
MWI,2013,0.05,0.17,0.21
MWI,2014,0.15,0.21,0.26
MWI,2015,0.19,0.2,0.25
MWI,2016,0.18,0.31,0.38
MWI,2017,0.27,0.52,0.63
MYS,2009,NA,0.37,0.44
MYS,2010,0.32,0.61,0.72
MYS,2011,0.52,0.68,0.79
MYS,2012,0.57,0.68,0.78
MYS,2013,0.59,0.77,0.93
MYS,2014,0.67,0.87,0.95
MYS,2015,0.75,0.75,0.87
MYS,2016,0.65,0.69,0.8
MYS,2017,0.59,0.95,0.95
NAM,2009,NA,NA,NA
NAM,2010,NA,0.57,0.72
NAM,2011,0.5,0.85,0.95
NAM,2012,0.75,0.59,0.74
NAM,2013,0.53,0.55,0.68
NAM,2014,0.5,0.91,0.95
NAM,2015,0.81,0.17,0.21
NAM,2016,0.15,0.53,0.65
NAM,2017,0.47,0.95,0.95
NER,2009,NA,NA,NA
NER,2010,NA,NA,NA
NER,2011,NA,NA,NA
NER,2012,NA,0.01,0.02
NER,2013,0.01,0.09,0.1
NER,2014,0.08,0.02,0.02
NER,2015,0.02,0.11,0.13
NER,2016,0.1,0.05,0.06
NER,2017,0.04,0.1,0.12
NGA,2009,NA,0.04,0.07
NGA,2010,0.03,0.06,0.1
NGA,2011,0.04,0.07,0.11
NGA,2012,0.05,0.06,0.09
NGA,2013,0.04,0.05,0.08
NGA,2014,0.03,0.06,0.09
NGA,2015,0.04,0.1,0.16
NGA,2016,0.07,0.11,0.18
NGA,2017,0.08,0.12,0.19
NIC,2009,NA,0.5,0.69
NIC,2010,0.33,0.38,0.51
NIC,2011,0.25,0.95,0.95
NIC,2012,0.7,0.47,0.64
NIC,2013,0.33,0.57,0.77
NIC,2014,0.42,0.51,0.69
NIC,2015,0.39,0.65,0.84
NIC,2016,0.49,0.6,0.76
NIC,2017,0.45,0.75,0.95
NIU,2009,NA,NA,NA
NIU,2010,NA,NA,NA
NIU,2011,NA,NA,NA
NIU,2012,NA,NA,NA
NIU,2013,NA,NA,NA
NIU,2014,NA,NA,NA
NIU,2015,NA,NA,NA
NIU,2016,NA,NA,NA
NIU,2017,NA,NA,NA
NLD,2009,NA,NA,NA
NLD,2010,NA,NA,NA
NLD,2011,NA,NA,NA
NLD,2012,NA,NA,NA
NLD,2013,NA,NA,NA
NLD,2014,NA,NA,NA
NLD,2015,NA,NA,NA
NLD,2016,NA,NA,NA
NLD,2017,NA,NA,NA
NOR,2009,NA,NA,NA
NOR,2010,NA,NA,NA
NOR,2011,NA,NA,NA
NOR,2012,NA,NA,NA
NOR,2013,NA,NA,NA
NOR,2014,NA,NA,NA
NOR,2015,NA,NA,NA
NOR,2016,NA,NA,NA
NOR,2017,NA,NA,NA
NPL,2009,NA,0.02,0.02
NPL,2010,0.01,0.03,0.04
NPL,2011,0.03,0.05,0.06
NPL,2012,0.04,0.09,0.11
NPL,2013,0.08,0.05,0.06
NPL,2014,0.04,0.08,0.1
NPL,2015,0.07,0.21,0.26
NPL,2016,0.18,0.26,0.31
NPL,2017,0.21,0.45,0.53
NRU,2009,NA,NA,NA
NRU,2010,NA,NA,NA
NRU,2011,NA,NA,NA
NRU,2012,NA,NA,NA
NRU,2013,NA,NA,NA
NRU,2014,NA,NA,NA
NRU,2015,NA,NA,NA
NRU,2016,NA,NA,NA
NRU,2017,NA,NA,NA
NZL,2009,NA,NA,NA
NZL,2010,NA,NA,NA
NZL,2011,NA,NA,NA
NZL,2012,NA,NA,NA
NZL,2013,NA,NA,NA
NZL,2014,NA,NA,NA
NZL,2015,NA,NA,NA
NZL,2016,NA,NA,NA
NZL,2017,NA,NA,NA
OMN,2009,NA,NA,NA
OMN,2010,NA,NA,NA
OMN,2011,NA,NA,NA
OMN,2012,NA,NA,NA
OMN,2013,NA,NA,NA
OMN,2014,NA,NA,NA
OMN,2015,NA,NA,NA
OMN,2016,NA,NA,NA
OMN,2017,NA,NA,NA
PAK,2009,NA,0.01,0.01
PAK,2010,0.01,0.01,0.02
PAK,2011,0.01,0.01,0.02
PAK,2012,0.01,0,0
PAK,2013,0,0.01,0.02
PAK,2014,0.01,0.01,0.02
PAK,2015,0.01,0,0.01
PAK,2016,0,0,0.01
PAK,2017,0,0.01,0.01
PAN,2009,NA,NA,NA
PAN,2010,NA,0.3,0.35
PAN,2011,0.27,0.39,0.44
PAN,2012,0.35,0.2,0.22
PAN,2013,0.18,0.39,0.44
PAN,2014,0.35,0.45,0.51
PAN,2015,0.41,0.55,0.62
PAN,2016,0.5,0.51,0.58
PAN,2017,0.47,0.49,0.56
PER,2009,NA,NA,NA
PER,2010,NA,NA,NA
PER,2011,NA,0.13,0.16
PER,2012,0.1,0.25,0.31
PER,2013,0.19,0.36,0.44
PER,2014,0.28,0.29,0.36
PER,2015,0.22,0.63,0.79
PER,2016,0.49,0.41,0.5
PER,2017,0.31,0.78,0.95
PHL,2009,NA,0.01,0.01
PHL,2010,0.01,0.03,0.04
PHL,2011,0.03,0.05,0.06
PHL,2012,0.04,0.03,0.04
PHL,2013,0.03,0,0
PHL,2014,0,0.02,0.02
PHL,2015,0.01,0.03,0.03
PHL,2016,0.03,0.04,0.05
PHL,2017,0.04,0.05,0.05
PLW,2009,NA,NA,NA
PLW,2010,NA,NA,NA
PLW,2011,NA,NA,NA
PLW,2012,NA,NA,NA
PLW,2013,NA,NA,NA
PLW,2014,NA,NA,NA
PLW,2015,NA,NA,NA
PLW,2016,NA,NA,NA
PLW,2017,NA,NA,NA
PNG,2009,NA,NA,NA
PNG,2010,NA,NA,NA
PNG,2011,NA,0.23,0.31
PNG,2012,0.2,0.18,0.23
PNG,2013,0.15,0.53,0.69
PNG,2014,0.46,0.3,0.4
PNG,2015,0.26,0.37,0.47
PNG,2016,0.32,0.36,0.46
PNG,2017,0.31,0.35,0.45
POL,2009,NA,NA,NA
POL,2010,NA,NA,NA
POL,2011,NA,NA,NA
POL,2012,NA,NA,NA
POL,2013,NA,NA,NA
POL,2014,NA,NA,NA
POL,2015,NA,NA,NA
POL,2016,NA,NA,NA
POL,2017,NA,NA,NA
PRK,2009,NA,NA,NA
PRK,2010,NA,NA,NA
PRK,2011,NA,NA,NA
PRK,2012,NA,NA,NA
PRK,2013,NA,NA,NA
PRK,2014,NA,NA,NA
PRK,2015,NA,NA,NA
PRK,2016,NA,NA,NA
PRK,2017,NA,NA,NA
PRT,2009,NA,NA,NA
PRT,2010,NA,NA,NA
PRT,2011,NA,NA,NA
PRT,2012,NA,NA,NA
PRT,2013,NA,NA,NA
PRT,2014,NA,NA,NA
PRT,2015,NA,NA,NA
PRT,2016,NA,NA,NA
PRT,2017,NA,NA,NA
PRY,2009,NA,NA,NA
PRY,2010,NA,0.27,0.4
PRY,2011,0.17,0.34,0.5
PRY,2012,0.22,0.5,0.74
PRY,2013,0.31,0.39,0.56
PRY,2014,0.23,0.38,0.55
PRY,2015,0.22,0.47,0.69
PRY,2016,0.26,0.52,0.79
PRY,2017,0.28,0.52,0.8
PSE,2009,NA,NA,NA
PSE,2010,NA,NA,NA
PSE,2011,NA,NA,NA
PSE,2012,NA,NA,NA
PSE,2013,NA,NA,NA
PSE,2014,NA,NA,NA
PSE,2015,NA,NA,NA
PSE,2016,NA,NA,NA
PSE,2017,NA,NA,NA
ROU,2009,NA,NA,NA
ROU,2010,NA,NA,NA
ROU,2011,NA,NA,NA
ROU,2012,NA,NA,NA
ROU,2013,NA,NA,NA
ROU,2014,NA,NA,NA
ROU,2015,NA,NA,NA
ROU,2016,NA,NA,NA
ROU,2017,NA,NA,NA
RUS,2009,NA,NA,NA
RUS,2010,NA,NA,NA
RUS,2011,NA,NA,NA
RUS,2012,NA,NA,NA
RUS,2013,NA,NA,NA
RUS,2014,NA,0.64,0.85
RUS,2015,0.49,0.58,0.8
RUS,2016,0.45,0.54,0.72
RUS,2017,0.41,0.84,0.95
RWA,2009,NA,0.58,0.75
RWA,2010,0.49,0.73,0.95
RWA,2011,0.63,0.74,0.95
RWA,2012,0.63,0.81,0.95
RWA,2013,0.7,0.83,0.95
RWA,2014,0.71,0.87,0.95
RWA,2015,0.74,0.84,0.95
RWA,2016,0.73,0.9,0.95
RWA,2017,0.78,0.85,0.95
SAU,2009,NA,NA,NA
SAU,2010,NA,NA,NA
SAU,2011,NA,NA,NA
SAU,2012,NA,NA,NA
SAU,2013,NA,NA,NA
SAU,2014,NA,NA,NA
SAU,2015,NA,NA,NA
SAU,2016,NA,NA,NA
SAU,2017,NA,NA,NA
SDN,2009,NA,NA,NA
SDN,2010,NA,NA,NA
SDN,2011,NA,NA,NA
SDN,2012,NA,NA,NA
SDN,2013,NA,NA,NA
SDN,2014,NA,NA,NA
SDN,2015,NA,NA,NA
SDN,2016,NA,NA,NA
SDN,2017,NA,NA,NA
SEN,2009,NA,0.11,0.13
SEN,2010,0.09,0.11,0.12
SEN,2011,0.09,0.09,0.1
SEN,2012,0.08,0.1,0.12
SEN,2013,0.09,0.12,0.15
SEN,2014,0.11,0.12,0.14
SEN,2015,0.1,0.16,0.2
SEN,2016,0.14,0.13,0.16
SEN,2017,0.11,0.23,0.28
SGP,2009,NA,NA,NA
SGP,2010,NA,NA,NA
SGP,2011,NA,NA,NA
SGP,2012,NA,NA,NA
SGP,2013,NA,NA,NA
SGP,2014,NA,NA,NA
SGP,2015,NA,NA,NA
SGP,2016,NA,NA,NA
SGP,2017,NA,NA,NA
SLB,2009,NA,NA,NA
SLB,2010,NA,NA,NA
SLB,2011,NA,NA,NA
SLB,2012,NA,NA,NA
SLB,2013,NA,NA,NA
SLB,2014,NA,NA,NA
SLB,2015,NA,NA,NA
SLB,2016,NA,NA,NA
SLB,2017,NA,NA,NA
SLE,2009,NA,NA,NA
SLE,2010,NA,0.01,0.01
SLE,2011,0,0.01,0.01
SLE,2012,0.01,0.02,0.02
SLE,2013,0.02,0.25,0.3
SLE,2014,0.2,0.02,0.03
SLE,2015,0.02,0.03,0.04
SLE,2016,0.03,0.06,0.08
SLE,2017,0.05,0.07,0.1
SLV,2009,NA,NA,NA
SLV,2010,NA,0.28,0.32
SLV,2011,0.25,0.28,0.31
SLV,2012,0.25,0.02,0.02
SLV,2013,0.02,0.31,0.35
SLV,2014,0.28,0.4,0.46
SLV,2015,0.37,0.4,0.45
SLV,2016,0.36,0.35,0.41
SLV,2017,0.32,0.34,0.39
SOM,2009,NA,NA,NA
SOM,2010,NA,NA,NA
SOM,2011,NA,NA,NA
SOM,2012,NA,NA,NA
SOM,2013,NA,NA,NA
SOM,2014,NA,NA,NA
SOM,2015,NA,NA,NA
SOM,2016,NA,NA,NA
SOM,2017,NA,NA,NA
SRB,2009,NA,NA,NA
SRB,2010,NA,NA,NA
SRB,2011,NA,NA,NA
SRB,2012,NA,NA,NA
SRB,2013,NA,NA,NA
SRB,2014,NA,NA,NA
SRB,2015,NA,NA,NA
SRB,2016,NA,NA,NA
SRB,2017,NA,NA,NA
SSD,2009,NA,NA,NA
SSD,2010,NA,NA,NA
SSD,2011,NA,NA,NA
SSD,2012,NA,NA,NA
SSD,2013,NA,NA,NA
SSD,2014,NA,NA,NA
SSD,2015,NA,0.01,0.02
SSD,2016,0.01,0.03,0.04
SSD,2017,0.02,0.1,0.15
STP,2009,NA,NA,NA
STP,2010,NA,NA,NA
STP,2011,NA,NA,NA
STP,2012,NA,NA,NA
STP,2013,NA,NA,NA
STP,2014,NA,NA,NA
STP,2015,NA,NA,NA
STP,2016,NA,NA,NA
STP,2017,NA,NA,NA
SUR,2009,NA,0.09,0.11
SUR,2010,0.07,0.09,0.11
SUR,2011,0.07,0.09,0.11
SUR,2012,0.07,0.34,0.39
SUR,2013,0.26,0.58,0.65
SUR,2014,0.43,0.81,0.93
SUR,2015,0.62,0.95,0.95
SUR,2016,0.79,0.95,0.95
SUR,2017,0.76,0.67,0.76
SVK,2009,NA,NA,NA
SVK,2010,NA,NA,NA
SVK,2011,NA,NA,NA
SVK,2012,NA,NA,NA
SVK,2013,NA,NA,NA
SVK,2014,NA,NA,NA
SVK,2015,NA,NA,NA
SVK,2016,NA,NA,NA
SVK,2017,NA,NA,NA
SVN,2009,NA,NA,NA
SVN,2010,NA,NA,NA
SVN,2011,NA,NA,NA
SVN,2012,NA,NA,NA
SVN,2013,NA,NA,NA
SVN,2014,NA,NA,NA
SVN,2015,NA,NA,NA
SVN,2016,NA,NA,NA
SVN,2017,NA,NA,NA
SWE,2009,NA,NA,NA
SWE,2010,NA,NA,NA
SWE,2011,NA,NA,NA
SWE,2012,NA,NA,NA
SWE,2013,NA,NA,NA
SWE,2014,NA,NA,NA
SWE,2015,NA,NA,NA
SWE,2016,NA,NA,NA
SWE,2017,NA,NA,NA
SWZ,2009,NA,NA,NA
SWZ,2010,NA,0.5,0.59
SWZ,2011,0.45,0.93,0.95
SWZ,2012,0.84,0.95,0.95
SWZ,2013,0.86,0.87,0.95
SWZ,2014,0.79,0.84,0.95
SWZ,2015,0.76,0.88,0.95
SWZ,2016,0.8,0.82,0.95
SWZ,2017,0.75,0.81,0.95
SYC,2009,NA,NA,NA
SYC,2010,NA,NA,NA
SYC,2011,NA,NA,NA
SYC,2012,NA,NA,NA
SYC,2013,NA,NA,NA
SYC,2014,NA,NA,NA
SYC,2015,NA,NA,NA
SYC,2016,NA,NA,NA
SYC,2017,NA,NA,NA
SYR,2009,NA,NA,NA
SYR,2010,NA,NA,NA
SYR,2011,NA,NA,NA
SYR,2012,NA,NA,NA
SYR,2013,NA,NA,NA
SYR,2014,NA,NA,NA
SYR,2015,NA,NA,NA
SYR,2016,NA,NA,NA
SYR,2017,NA,NA,NA
TCD,2009,NA,NA,NA
TCD,2010,NA,0.03,0.04
TCD,2011,0.03,0.02,0.02
TCD,2012,0.01,0.06,0.08
TCD,2013,0.05,0.06,0.08
TCD,2014,0.05,0.07,0.09
TCD,2015,0.06,0.05,0.06
TCD,2016,0.04,0.05,0.06
TCD,2017,0.04,0.05,0.06
TGO,2009,NA,0.07,0.12
TGO,2010,0.05,0.14,0.23
TGO,2011,0.1,0.05,0.07
TGO,2012,0.03,0.11,0.18
TGO,2013,0.08,0.11,0.18
TGO,2014,0.08,0.16,0.26
TGO,2015,0.12,0.17,0.27
TGO,2016,0.12,0.36,0.57
TGO,2017,0.25,0.36,0.57
THA,2009,NA,NA,NA
THA,2010,NA,0.54,0.66
THA,2011,0.46,0.56,0.68
THA,2012,0.47,0.64,0.78
THA,2013,0.54,0.68,0.85
THA,2014,0.57,0.7,0.87
THA,2015,0.58,0.92,0.95
THA,2016,0.77,0.92,0.95
THA,2017,0.77,0.94,0.95
TJK,2009,NA,0.01,0.01
TJK,2010,0,0.04,0.05
TJK,2011,0.03,0.08,0.1
TJK,2012,0.06,0.11,0.13
TJK,2013,0.09,0.14,0.17
TJK,2014,0.11,0.14,0.17
TJK,2015,0.11,0.3,0.37
TJK,2016,0.24,0.21,0.26
TJK,2017,0.17,0.43,0.54
TKM,2009,NA,NA,NA
TKM,2010,NA,NA,NA
TKM,2011,NA,NA,NA
TKM,2012,NA,NA,NA
TKM,2013,NA,NA,NA
TKM,2014,NA,NA,NA
TKM,2015,NA,NA,NA
TKM,2016,NA,NA,NA
TKM,2017,NA,NA,NA
TLS,2009,NA,NA,NA
TLS,2010,NA,NA,NA
TLS,2011,NA,NA,NA
TLS,2012,NA,NA,NA
TLS,2013,NA,NA,NA
TLS,2014,NA,NA,NA
TLS,2015,NA,NA,NA
TLS,2016,NA,NA,NA
TLS,2017,NA,NA,NA
TON,2009,NA,NA,NA
TON,2010,NA,NA,NA
TON,2011,NA,NA,NA
TON,2012,NA,NA,NA
TON,2013,NA,NA,NA
TON,2014,NA,NA,NA
TON,2015,NA,NA,NA
TON,2016,NA,NA,NA
TON,2017,NA,NA,NA
TTO,2009,NA,NA,NA
TTO,2010,NA,NA,NA
TTO,2011,NA,NA,NA
TTO,2012,NA,0.37,0.42
TTO,2013,0.34,0.5,0.57
TTO,2014,0.46,0.95,0.95
TTO,2015,0.94,0.83,0.92
TTO,2016,0.76,0.9,0.95
TTO,2017,0.83,0.94,0.95
TUN,2009,NA,NA,NA
TUN,2010,NA,NA,NA
TUN,2011,NA,0.16,0.21
TUN,2012,0.12,0.14,0.18
TUN,2013,0.11,0.18,0.23
TUN,2014,0.13,0.33,0.41
TUN,2015,0.25,0.4,0.5
TUN,2016,0.3,0.31,0.37
TUN,2017,0.23,0.13,0.17
TUR,2009,NA,NA,NA
TUR,2010,NA,NA,NA
TUR,2011,NA,NA,NA
TUR,2012,NA,NA,NA
TUR,2013,NA,NA,NA
TUR,2014,NA,NA,NA
TUR,2015,NA,NA,NA
TUR,2016,NA,NA,NA
TUR,2017,NA,NA,NA
TUV,2009,NA,NA,NA
TUV,2010,NA,NA,NA
TUV,2011,NA,NA,NA
TUV,2012,NA,NA,NA
TUV,2013,NA,NA,NA
TUV,2014,NA,NA,NA
TUV,2015,NA,NA,NA
TUV,2016,NA,NA,NA
TUV,2017,NA,NA,NA
TZA,2009,NA,0.13,0.16
TZA,2010,0.11,0.24,0.3
TZA,2011,0.2,0.3,0.37
TZA,2012,0.25,0.29,0.36
TZA,2013,0.25,0.29,0.35
TZA,2014,0.25,0.39,0.48
TZA,2015,0.33,0.38,0.47
TZA,2016,0.33,0.39,0.48
TZA,2017,0.34,0.36,0.45
UGA,2009,NA,0.08,0.09
UGA,2010,0.07,0.13,0.16
UGA,2011,0.11,0.38,0.46
UGA,2012,0.33,0.45,0.55
UGA,2013,0.4,0.5,0.6
UGA,2014,0.44,0.69,0.84
UGA,2015,0.62,0.43,0.52
UGA,2016,0.38,0.35,0.42
UGA,2017,0.31,0.48,0.59
UKR,2009,NA,0.78,0.95
UKR,2010,0.65,0.95,0.95
UKR,2011,0.86,0.81,0.95
UKR,2012,0.68,0.88,0.95
UKR,2013,0.75,0.95,0.95
UKR,2014,0.81,0.78,0.92
UKR,2015,0.68,0.47,0.55
UKR,2016,0.41,0.55,0.63
UKR,2017,0.48,0.48,0.55
URY,2009,NA,NA,NA
URY,2010,NA,0.62,0.73
URY,2011,0.54,0.68,0.8
URY,2012,0.59,0.85,0.95
URY,2013,0.75,0.95,0.95
URY,2014,0.95,0.95,0.95
URY,2015,0.89,0.95,0.95
URY,2016,0.95,0.9,0.95
URY,2017,0.81,0.95,0.95
USA,2009,NA,NA,NA
USA,2010,NA,NA,NA
USA,2011,NA,NA,NA
USA,2012,NA,NA,NA
USA,2013,NA,NA,NA
USA,2014,NA,NA,NA
USA,2015,NA,NA,NA
